location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
El Salvador,SLV,2021-04-14,361474,355941,5533,50681,28782,5.57,5.49,0.09,4437
El Salvador,SLV,2021-04-15,410810,401179,9631,49336,34401,6.33,6.19,0.15,5304
El Salvador,SLV,2021-04-16,460565,445109,15456,49755,40081,7.1,6.86,0.24,6179
El Salvador,SLV,2021-04-17,502013,483638,18375,41448,44573,7.74,7.46,0.28,6872
El Salvador,SLV,2021-04-18,NA,NA,NA,NA,46398,NA,NA,NA,7153
El Salvador,SLV,2021-04-19,547566,NA,NA,NA,40487,8.44,NA,NA,6242
El Salvador,SLV,2021-04-20,622912,NA,NA,75346,44588,9.6,NA,NA,6874
El Salvador,SLV,2021-04-21,NA,NA,NA,NA,39761,NA,NA,NA,6130
El Salvador,SLV,2021-04-22,656687,632613,24074,NA,35125,10.12,9.75,0.37,5415
El Salvador,SLV,2021-04-23,698569,674495,24074,41882,34001,10.77,10.4,0.37,5242
El Salvador,SLV,2021-04-24,NA,NA,NA,NA,30319,NA,NA,NA,4674
El Salvador,SLV,2021-04-25,NA,NA,NA,NA,29305,NA,NA,NA,4518
El Salvador,SLV,2021-04-26,745602,718089,27513,NA,28291,11.5,11.07,0.42,4362
El Salvador,SLV,2021-04-27,788173,747918,40255,42571,23609,12.15,11.53,0.62,3640
El Salvador,SLV,2021-04-28,833959,775959,58000,45786,27737,12.86,11.96,0.89,4276
El Salvador,SLV,2021-04-29,875069,806790,68279,41110,31197,13.49,12.44,1.05,4810
El Salvador,SLV,2021-04-30,915725,839870,75855,40656,31022,14.12,12.95,1.17,4783
El Salvador,SLV,2021-05-01,NA,NA,NA,NA,31476,NA,NA,NA,4853
El Salvador,SLV,2021-05-02,NA,NA,NA,NA,31929,NA,NA,NA,4923
El Salvador,SLV,2021-05-03,NA,NA,NA,NA,32383,NA,NA,NA,4993
El Salvador,SLV,2021-05-04,991133,890109,101024,NA,28994,15.28,13.72,1.56,4470
El Salvador,SLV,2021-05-05,1029887,917399,112488,38754,27990,15.88,14.14,1.73,4315
El Salvador,SLV,2021-05-06,1068428,941508,126920,38541,27623,16.47,14.52,1.96,4259
El Salvador,SLV,2021-05-07,1114544,958828,155716,46116,28403,17.18,14.78,2.4,4379
El Salvador,SLV,2021-05-08,NA,NA,NA,NA,27607,NA,NA,NA,4256
El Salvador,SLV,2021-05-09,NA,NA,NA,NA,26811,NA,NA,NA,4134
El Salvador,SLV,2021-05-10,NA,NA,NA,NA,26016,NA,NA,NA,4011
El Salvador,SLV,2021-05-11,1167672,969970,197702,NA,25220,18,14.95,3.05,3888
El Salvador,SLV,2021-05-12,NA,NA,NA,NA,26319,NA,NA,NA,4058
El Salvador,SLV,2021-05-13,1260574,995901,264673,NA,27449,19.43,15.35,4.08,4232
El Salvador,SLV,2021-05-14,1310249,1012645,297604,49675,27958,20.2,15.61,4.59,4310
El Salvador,SLV,2021-05-15,1350587,1024727,325860,40338,31823,20.82,15.8,5.02,4906
El Salvador,SLV,2021-05-16,NA,NA,NA,NA,33626,NA,NA,NA,5184
El Salvador,SLV,2021-05-17,1402386,1036121,366265,NA,35428,21.62,15.97,5.65,5462
El Salvador,SLV,2021-05-18,1451933,1051425,400508,49547,40609,22.38,16.21,6.17,6261
El Salvador,SLV,2021-05-19,1497261,1066112,431149,45328,40448,23.08,16.44,6.65,6236
El Salvador,SLV,2021-05-20,1543904,1079935,463969,46643,40476,23.8,16.65,7.15,6240
El Salvador,SLV,2021-05-21,1598841,1083936,514905,54937,41227,24.65,16.71,7.94,6356
El Salvador,SLV,2021-05-22,1642451,1097762,544689,43610,41695,25.32,16.92,8.4,6428
El Salvador,SLV,2021-05-23,NA,NA,NA,NA,41619,NA,NA,NA,6417
El Salvador,SLV,2021-05-24,1693183,1101172,592011,NA,41542,26.1,16.98,9.13,6405
El Salvador,SLV,2021-05-25,1741651,1109726,631925,48468,41388,26.85,17.11,9.74,6381
El Salvador,SLV,2021-05-26,1787527,1115104,672423,45876,41467,27.56,17.19,10.37,6393
El Salvador,SLV,2021-05-27,1832228,1118980,713248,44701,41189,28.25,17.25,11,6350
El Salvador,SLV,2021-05-28,NA,NA,NA,NA,36682,NA,NA,NA,5655
El Salvador,SLV,2021-05-29,NA,NA,NA,NA,33793,NA,NA,NA,5210
El Salvador,SLV,2021-05-30,NA,NA,NA,NA,33510,NA,NA,NA,5166
El Salvador,SLV,2021-05-31,1925770,1140890,784880,NA,33227,29.69,17.59,12.1,5123
El Salvador,SLV,2021-06-01,1971247,1153150,818097,45477,32799,30.39,17.78,12.61,5057
El Salvador,SLV,2021-06-02,2015408,1169097,846311,44161,32554,31.07,18.02,13.05,5019
Guatemala,GTM,2021-02-25,0,0,NA,NA,NA,0,0,NA,NA
Guatemala,GTM,2021-02-26,NA,NA,NA,NA,1112,NA,NA,NA,62
Guatemala,GTM,2021-02-27,2224,2224,NA,NA,1112,0.01,0.01,NA,62
Guatemala,GTM,2021-02-28,NA,NA,NA,NA,775,NA,NA,NA,43
Guatemala,GTM,2021-03-01,2427,2427,NA,NA,607,0.01,0.01,NA,34
Guatemala,GTM,2021-03-02,NA,NA,NA,NA,836,NA,NA,NA,47
Guatemala,GTM,2021-03-03,NA,NA,NA,NA,988,NA,NA,NA,55
Guatemala,GTM,2021-03-04,NA,NA,NA,NA,1098,NA,NA,NA,61
Guatemala,GTM,2021-03-05,NA,NA,NA,NA,1189,NA,NA,NA,66
Guatemala,GTM,2021-03-06,NA,NA,NA,NA,1280,NA,NA,NA,71
Guatemala,GTM,2021-03-07,NA,NA,NA,NA,1516,NA,NA,NA,85
Guatemala,GTM,2021-03-08,NA,NA,NA,NA,1752,NA,NA,NA,98
Guatemala,GTM,2021-03-09,NA,NA,NA,NA,1752,NA,NA,NA,98
Guatemala,GTM,2021-03-10,NA,NA,NA,NA,1752,NA,NA,NA,98
Guatemala,GTM,2021-03-11,19947,19947,NA,NA,1752,0.11,0.11,NA,98
Guatemala,GTM,2021-03-12,28534,28534,NA,8587,2728,0.16,0.16,NA,152
Guatemala,GTM,2021-03-13,30890,30890,NA,2356,2815,0.17,0.17,NA,157
Guatemala,GTM,2021-03-14,34217,34217,NA,3327,3040,0.19,0.19,NA,170
Guatemala,GTM,2021-03-15,42330,42330,NA,8113,3948,0.24,0.24,NA,220
Guatemala,GTM,2021-03-16,48130,48130,NA,5800,4527,0.27,0.27,NA,253
Guatemala,GTM,2021-03-17,55060,55060,NA,6930,5266,0.31,0.31,NA,294
Guatemala,GTM,2021-03-18,60182,60182,NA,5122,5748,0.34,0.34,NA,321
Guatemala,GTM,2021-03-19,66399,66399,NA,6217,5409,0.37,0.37,NA,302
Guatemala,GTM,2021-03-20,68852,68852,NA,2453,5423,0.38,0.38,NA,303
Guatemala,GTM,2021-03-21,69266,69266,NA,414,5007,0.39,0.39,NA,279
Guatemala,GTM,2021-03-22,72405,72405,NA,3139,4296,0.4,0.4,NA,240
Guatemala,GTM,2021-03-23,78350,78350,NA,5945,4317,0.44,0.44,NA,241
Guatemala,GTM,2021-03-24,83076,83076,NA,4726,4002,0.46,0.46,NA,223
Guatemala,GTM,2021-03-25,88694,88694,NA,5618,4073,0.5,0.5,NA,227
Guatemala,GTM,2021-03-26,91918,91918,NA,3224,3646,0.51,0.51,NA,204
Guatemala,GTM,2021-03-27,93601,93231,370,1683,3536,0.52,0.52,0,197
Guatemala,GTM,2021-03-28,94272,93902,370,671,3572,0.53,0.52,0,199
Guatemala,GTM,2021-03-29,98920,98402,518,4648,3788,0.55,0.55,0,211
Guatemala,GTM,2021-03-30,104919,103959,960,5999,3796,0.59,0.58,0.01,212
Guatemala,GTM,2021-03-31,108165,106973,1192,3246,3584,0.6,0.6,0.01,200
Guatemala,GTM,2021-04-01,110438,109246,1192,2273,3106,0.62,0.61,0.01,173
Guatemala,GTM,2021-04-02,112751,111559,1192,2313,2976,0.63,0.62,0.01,166
Guatemala,GTM,2021-04-03,114511,113319,1192,1760,2987,0.64,0.63,0.01,167
Guatemala,GTM,2021-04-04,116221,115029,1192,1710,3136,0.65,0.64,0.01,175
Guatemala,GTM,2021-04-05,119558,118325,1233,3337,2948,0.67,0.66,0.01,165
Guatemala,GTM,2021-04-06,123473,121848,1625,3915,2651,0.69,0.68,0.01,148
Guatemala,GTM,2021-04-07,127945,126320,1625,4472,2826,0.71,0.71,0.01,158
Guatemala,GTM,2021-04-08,132611,130985,1626,4666,3168,0.74,0.73,0.01,177
Guatemala,GTM,2021-04-09,137716,136077,1639,5105,3566,0.77,0.76,0.01,199
Guatemala,GTM,2021-04-10,139010,137371,1639,1294,3500,0.78,0.77,0.01,195
Guatemala,GTM,2021-04-11,139490,137851,1639,480,3324,0.78,0.77,0.01,186
Guatemala,GTM,2021-04-12,143488,141766,1722,3998,3419,0.8,0.79,0.01,191
Guatemala,GTM,2021-04-13,147614,145795,1819,4126,3449,0.82,0.81,0.01,193
Guatemala,GTM,2021-04-14,150898,149078,1820,3284,3279,0.84,0.83,0.01,183
Guatemala,GTM,2021-04-15,154556,152733,1823,3658,3135,0.86,0.85,0.01,175
Guatemala,GTM,2021-04-16,157745,155919,1826,3189,2861,0.88,0.87,0.01,160
Guatemala,GTM,2021-04-17,157799,155973,1826,54,2684,0.88,0.87,0.01,150
Guatemala,GTM,2021-04-18,157800,155974,1826,1,2616,0.88,0.87,0.01,146
Guatemala,GTM,2021-04-19,158918,157092,1826,1118,2204,0.89,0.88,0.01,123
Guatemala,GTM,2021-04-20,160370,158543,1827,1452,1822,0.9,0.88,0.01,102
Guatemala,GTM,2021-04-21,162110,160282,1828,1740,1602,0.9,0.89,0.01,89
Guatemala,GTM,2021-04-22,163438,161608,1830,1328,1269,0.91,0.9,0.01,71
Guatemala,GTM,2021-04-23,165271,163431,1840,1833,1075,0.92,0.91,0.01,60
Guatemala,GTM,2021-04-24,NA,NA,NA,NA,1112,NA,NA,NA,62
Guatemala,GTM,2021-04-25,NA,NA,NA,NA,1157,NA,NA,NA,65
Guatemala,GTM,2021-04-26,166209,164368,1841,NA,1042,0.93,0.92,0.01,58
Guatemala,GTM,2021-04-27,167447,165549,1898,1238,1011,0.93,0.92,0.01,56
Guatemala,GTM,2021-04-28,168367,166469,1898,920,894,0.94,0.93,0.01,50
Guatemala,GTM,2021-04-29,170109,168211,1898,1742,953,0.95,0.94,0.01,53
Guatemala,GTM,2021-04-30,170833,168935,1898,724,795,0.95,0.94,0.01,44
Guatemala,GTM,2021-05-01,171267,169369,1898,434,812,0.96,0.95,0.01,45
Guatemala,GTM,2021-05-02,171695,169797,1898,428,828,0.96,0.95,0.01,46
Guatemala,GTM,2021-05-03,172490,170591,1899,795,897,0.96,0.95,0.01,50
Guatemala,GTM,2021-05-04,176102,174152,1950,3612,1236,0.98,0.97,0.01,69
Guatemala,GTM,2021-05-05,182332,180072,2260,6230,1995,1.02,1.01,0.01,111
Guatemala,GTM,2021-05-06,191128,188671,2457,8796,3003,1.07,1.05,0.01,168
Guatemala,GTM,2021-05-07,204328,201836,2492,13200,4785,1.14,1.13,0.01,267
Guatemala,GTM,2021-05-08,206951,204459,2492,2623,5098,1.16,1.14,0.01,285
Guatemala,GTM,2021-05-09,NA,NA,NA,NA,5779,NA,NA,NA,323
Guatemala,GTM,2021-05-10,217348,214830,2518,NA,6408,1.21,1.2,0.01,358
Guatemala,GTM,2021-05-11,232949,230431,2518,15601,8121,1.3,1.29,0.01,453
Guatemala,GTM,2021-05-12,245772,243251,2521,12823,9063,1.37,1.36,0.01,506
Guatemala,GTM,2021-05-13,259768,257247,2521,13996,9806,1.45,1.44,0.01,547
Guatemala,GTM,2021-05-14,274434,271912,2522,14666,10015,1.53,1.52,0.01,559
Guatemala,GTM,2021-05-15,276843,274321,2522,2409,9985,1.55,1.53,0.01,557
Guatemala,GTM,2021-05-16,279902,277380,2522,3059,9679,1.56,1.55,0.01,540
Guatemala,GTM,2021-05-17,293643,291108,2535,13741,10899,1.64,1.62,0.01,608
Guatemala,GTM,2021-05-18,308299,305764,2535,14656,10764,1.72,1.71,0.01,601
Guatemala,GTM,2021-05-19,323720,321185,2535,15421,11135,1.81,1.79,0.01,622
Guatemala,GTM,2021-05-20,337356,334821,2535,13636,11084,1.88,1.87,0.01,619
Guatemala,GTM,2021-05-21,350418,347883,2535,13062,10855,1.96,1.94,0.01,606
Guatemala,GTM,2021-05-22,352111,349576,2535,1693,10753,1.97,1.95,0.01,600
Guatemala,GTM,2021-05-23,352941,350406,2535,830,10434,1.97,1.96,0.01,582
Guatemala,GTM,2021-05-24,363400,360865,2535,10459,9965,2.03,2.01,0.01,556
Guatemala,GTM,2021-05-25,409532,374708,34824,46132,14462,2.29,2.09,0.19,807
Guatemala,GTM,2021-05-26,429959,385620,44339,20427,15177,2.4,2.15,0.25,847
Guatemala,GTM,2021-05-27,452100,397545,54555,22141,16392,2.52,2.22,0.3,915
Guatemala,GTM,2021-05-28,478753,414035,64718,26653,18334,2.67,2.31,0.36,1023
Guatemala,GTM,2021-05-29,485004,418060,66944,6251,18985,2.71,2.33,0.37,1060
Guatemala,GTM,2021-05-30,488129,419903,68226,3125,19313,2.72,2.34,0.38,1078
Guatemala,GTM,2021-05-31,514240,436067,78173,26111,21549,2.87,2.43,0.44,1203
Guatemala,GTM,2021-06-01,540944,452036,88908,26704,18773,3.02,2.52,0.5,1048
Guatemala,GTM,2021-06-02,561976,464587,97389,21032,18860,3.14,2.59,0.54,1053
Guatemala,GTM,2021-06-03,580186,476769,103417,18210,18298,3.24,2.66,0.58,1021
Honduras,HND,2021-02-28,2684,2684,NA,NA,NA,0.03,0.03,NA,NA
Honduras,HND,2021-03-01,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-02,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-03,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-04,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-05,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-06,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-07,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-08,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-09,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-10,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-11,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-12,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-13,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-14,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-15,NA,NA,NA,NA,276,NA,NA,NA,28
Honduras,HND,2021-03-16,7100,7100,NA,NA,276,0.07,0.07,NA,28
Honduras,HND,2021-03-17,28570,28570,NA,21470,3304,0.29,0.29,NA,334
Honduras,HND,2021-03-18,NA,NA,NA,NA,3889,NA,NA,NA,393
Honduras,HND,2021-03-19,37317,37317,NA,NA,4474,0.38,0.38,NA,452
Honduras,HND,2021-03-20,NA,NA,NA,NA,4846,NA,NA,NA,489
Honduras,HND,2021-03-21,43073,43073,NA,NA,5218,0.43,0.43,NA,527
Honduras,HND,2021-03-22,NA,NA,NA,NA,5285,NA,NA,NA,534
Honduras,HND,2021-03-23,NA,NA,NA,NA,5352,NA,NA,NA,540
Honduras,HND,2021-03-24,NA,NA,NA,NA,2392,NA,NA,NA,242
Honduras,HND,2021-03-25,NA,NA,NA,NA,1873,NA,NA,NA,189
Honduras,HND,2021-03-26,NA,NA,NA,NA,1355,NA,NA,NA,137
Honduras,HND,2021-03-27,NA,NA,NA,NA,1051,NA,NA,NA,106
Honduras,HND,2021-03-28,NA,NA,NA,NA,746,NA,NA,NA,75
Honduras,HND,2021-03-29,NA,NA,NA,NA,746,NA,NA,NA,75
Honduras,HND,2021-03-30,NA,NA,NA,NA,746,NA,NA,NA,75
Honduras,HND,2021-03-31,NA,NA,NA,NA,746,NA,NA,NA,75
Honduras,HND,2021-04-01,NA,NA,NA,NA,746,NA,NA,NA,75
Honduras,HND,2021-04-02,NA,NA,NA,NA,746,NA,NA,NA,75
Honduras,HND,2021-04-03,52772,52772,NA,NA,746,0.53,0.53,NA,75
Honduras,HND,2021-04-04,NA,NA,NA,NA,755,NA,NA,NA,76
Honduras,HND,2021-04-05,NA,NA,NA,NA,765,NA,NA,NA,77
Honduras,HND,2021-04-06,NA,NA,NA,NA,774,NA,NA,NA,78
Honduras,HND,2021-04-07,NA,NA,NA,NA,783,NA,NA,NA,79
Honduras,HND,2021-04-08,NA,NA,NA,NA,793,NA,NA,NA,80
Honduras,HND,2021-04-09,57639,55000,2639,NA,802,0.58,0.56,0.03,81
Honduras,HND,2021-04-10,NA,NA,NA,NA,920,NA,NA,NA,93
Honduras,HND,2021-04-11,NA,NA,NA,NA,1028,NA,NA,NA,104
Honduras,HND,2021-04-12,NA,NA,NA,NA,1137,NA,NA,NA,115
Honduras,HND,2021-04-13,NA,NA,NA,NA,1246,NA,NA,NA,126
Honduras,HND,2021-04-14,NA,NA,NA,NA,1354,NA,NA,NA,137
Honduras,HND,2021-04-15,NA,NA,NA,NA,1463,NA,NA,NA,148
Honduras,HND,2021-04-16,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-17,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-18,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-19,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-20,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-21,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-22,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-23,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-24,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-25,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-26,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-27,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-28,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-29,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-04-30,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-01,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-02,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-03,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-04,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-05,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-06,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-07,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-08,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-09,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-10,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-11,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-12,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-13,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-14,NA,NA,NA,NA,1572,NA,NA,NA,159
Honduras,HND,2021-05-15,114225,108538,5687,NA,1572,1.15,1.1,0.06,159
Honduras,HND,2021-05-16,NA,NA,NA,NA,2529,NA,NA,NA,255
Honduras,HND,2021-05-17,NA,NA,NA,NA,3486,NA,NA,NA,352
Honduras,HND,2021-05-18,NA,NA,NA,NA,4443,NA,NA,NA,449
Honduras,HND,2021-05-19,NA,NA,NA,NA,5401,NA,NA,NA,545
Honduras,HND,2021-05-20,NA,NA,NA,NA,6358,NA,NA,NA,642
Honduras,HND,2021-05-21,163858,136476,27585,NA,7315,1.65,1.38,0.28,739
Honduras,HND,2021-05-22,NA,NA,NA,NA,8697,NA,NA,NA,878
Honduras,HND,2021-05-23,NA,NA,NA,NA,9122,NA,NA,NA,921
Honduras,HND,2021-05-24,NA,NA,NA,NA,9547,NA,NA,NA,964
Honduras,HND,2021-05-25,208843,NA,NA,NA,9972,2.11,NA,NA,1007
Honduras,HND,2021-05-26,NA,NA,NA,NA,10932,NA,NA,NA,1104
Honduras,HND,2021-05-27,NA,NA,NA,NA,11893,NA,NA,NA,1201
Honduras,HND,2021-05-28,253832,209704,NA,NA,12853,2.56,2.12,NA,1298
Honduras,HND,2021-05-29,NA,NA,NA,NA,14267,NA,NA,NA,1440
Honduras,HND,2021-05-30,NA,NA,NA,NA,15681,NA,NA,NA,1583
Honduras,HND,2021-05-31,317257,NA,NA,NA,17094,3.2,NA,NA,1726
Honduras,HND,2021-06-01,352252,NA,NA,34995,20487,3.56,NA,NA,2068
Nicaragua,NIC,2021-03-01,0,0,NA,NA,NA,0,0,NA,NA
Nicaragua,NIC,2021-03-02,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-03,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-04,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-05,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-06,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-07,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-08,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-09,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-10,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-11,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-12,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-13,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-14,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-15,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-16,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-17,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-18,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-19,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-20,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-21,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-22,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-23,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-24,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-25,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-26,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-27,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-28,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-29,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-30,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-03-31,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-01,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-02,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-03,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-04,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-05,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-06,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-07,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-08,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-09,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-10,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-11,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-12,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-13,NA,NA,NA,NA,1401,NA,NA,NA,211
Nicaragua,NIC,2021-04-14,61625,61625,NA,NA,1401,0.93,0.93,NA,211
Nicaragua,NIC,2021-04-15,NA,NA,NA,NA,2251,NA,NA,NA,340
Nicaragua,NIC,2021-04-16,NA,NA,NA,NA,3101,NA,NA,NA,468
Nicaragua,NIC,2021-04-17,NA,NA,NA,NA,3951,NA,NA,NA,596
Nicaragua,NIC,2021-04-18,NA,NA,NA,NA,4801,NA,NA,NA,725
Nicaragua,NIC,2021-04-19,NA,NA,NA,NA,5651,NA,NA,NA,853
Nicaragua,NIC,2021-04-20,NA,NA,NA,NA,6501,NA,NA,NA,981
Nicaragua,NIC,2021-04-21,NA,NA,NA,NA,7350,NA,NA,NA,1110
Nicaragua,NIC,2021-04-22,NA,NA,NA,NA,7350,NA,NA,NA,1110
Nicaragua,NIC,2021-04-23,NA,NA,NA,NA,7350,NA,NA,NA,1110
Nicaragua,NIC,2021-04-24,135130,135130,NA,NA,7350,2.04,2.04,NA,1110
Nicaragua,NIC,2021-04-25,NA,NA,NA,NA,6644,NA,NA,NA,1003
Nicaragua,NIC,2021-04-26,NA,NA,NA,NA,5937,NA,NA,NA,896
Nicaragua,NIC,2021-04-27,NA,NA,NA,NA,5230,NA,NA,NA,789
Nicaragua,NIC,2021-04-28,NA,NA,NA,NA,4523,NA,NA,NA,683
Nicaragua,NIC,2021-04-29,NA,NA,NA,NA,3816,NA,NA,NA,576
Nicaragua,NIC,2021-04-30,NA,NA,NA,NA,3109,NA,NA,NA,469
Nicaragua,NIC,2021-05-01,NA,NA,NA,NA,2402,NA,NA,NA,363
Nicaragua,NIC,2021-05-02,NA,NA,NA,NA,2402,NA,NA,NA,363
Nicaragua,NIC,2021-05-03,NA,NA,NA,NA,2402,NA,NA,NA,363
Nicaragua,NIC,2021-05-04,NA,NA,NA,NA,2402,NA,NA,NA,363
Nicaragua,NIC,2021-05-05,NA,NA,NA,NA,2402,NA,NA,NA,363
Nicaragua,NIC,2021-05-06,NA,NA,NA,NA,2402,NA,NA,NA,363
Nicaragua,NIC,2021-05-07,166350,166350,NA,NA,2402,2.51,2.51,NA,363
Nicaragua,NIC,2021-05-08,NA,NA,NA,NA,2070,NA,NA,NA,312
Nicaragua,NIC,2021-05-09,NA,NA,NA,NA,1739,NA,NA,NA,263
Nicaragua,NIC,2021-05-10,NA,NA,NA,NA,1408,NA,NA,NA,213
Nicaragua,NIC,2021-05-11,NA,NA,NA,NA,1076,NA,NA,NA,162
Nicaragua,NIC,2021-05-12,NA,NA,NA,NA,745,NA,NA,NA,112
